timestamp,brightness,eye_openness,movement,energy_score,gaze_score,total_score,attention_score,state
1776552187.4773898,30.58823529411765,100.0,0.0,75.70588235294117,0.8611764705882353,0.7882941176470588,0.7882941176470588,immersive
1776552187.7236383,29.80392156862745,100.0,2.0648586750030518,74.70867201276855,0.8534132671122456,0.7789846842230534,0.7789846842230534,immersive
1776552187.902438,27.84313725490196,100.0,1.6363625526428223,74.17237114579069,0.8507771868518754,0.7744397540760974,0.7744397540760974,immersive
1776552188.1010287,27.058823529411768,100.0,1.5151373147964478,73.94029017511536,0.8495722351144341,0.7724537017601377,0.7724537017601377,immersive
1776552188.306273,25.490196078431374,100.0,1.1157783269882202,73.5310462130051,0.8476330571758981,0.7690072406438051,0.7690072406438051,immersive
1776552188.4879534,24.705882352941178,100.0,1.1876165866851807,73.2313930181896,0.8458489149458268,0.7663744256110752,0.7663744256110752,immersive
1776552188.7412186,23.92156862745098,100.0,3.5434799194335938,72.13233104780608,0.8372126974966012,0.7560901265836228,0.7560901265836228,immersive
1776552188.9283845,23.529411764705884,100.0,10.129768371582031,69.68987518759334,0.8166695184146657,0.732829981837553,0.732829981837553,immersive
1776552189.1338105,23.92156862745098,100.0,2.1817069053649902,72.60895160273009,0.841298016538807,0.7606520661807527,0.7606520661807527,immersive
1776552189.2896829,23.92156862745098,100.0,1.5231983661651611,72.83942959145003,0.8432735421564065,0.762858069787072,0.762858069787072,immersive
1776552189.4677134,23.529411764705884,100.0,1.0965819358825684,72.85149044008816,0.8437690777217641,0.7630911563971463,0.7630911563971463,immersive
1776552189.6338058,23.529411764705884,100.0,1.3126256465911865,72.77587514134014,0.8431209465896383,0.7623674099662725,0.7623674099662725,immersive
1776552189.8886077,23.529411764705884,100.0,0.7847076058387756,72.96064645560348,0.8447047007118955,0.764135935402793,0.764135935402793,immersive
1776552190.1187882,23.92156862745098,100.0,0.8336724042892456,73.0807636781066,0.8453421200420342,0.7651679817593565,0.7651679817593565,immersive
1776552190.265713,24.31372549019608,100.0,0.9775511026382446,73.16766103564524,0.8456947976724773,0.7658820665512598,0.7658820665512598,immersive
1776552190.4538147,24.31372549019608,100.0,0.583714485168457,73.30550385175965,0.8468763075248867,0.7672014192197836,0.7672014192197836,immersive
1776552190.681514,24.31372549019608,100.0,1.1232733726501465,73.11665824114107,0.8452576308624417,0.7653938969467199,0.7653938969467199,immersive
1776552190.859654,24.31372549019608,100.0,1.3779170513153076,73.02753295360827,0.8444936998264462,0.7645408406231917,0.7645408406231917,immersive
1776552191.03337,24.31372549019608,100.0,2.643378257751465,72.58462153135561,0.8406973162071377,0.7603015455816305,0.7603015455816305,immersive
1776552191.180479,24.31372549019608,100.0,4.6776509284973145,71.87262609659456,0.8345944981949002,0.7534867321346319,0.7534867321346319,immersive
1776552191.3587475,24.31372549019608,100.0,3.4449515342712402,72.30407088457369,0.8382925963775784,0.7576162751052893,0.7576162751052893,immersive
1776552191.5551655,24.705882352941178,100.0,4.234521389007568,72.16497633737677,0.8367082005388596,0.7561672945232953,0.7561672945232953,immersive
1776552191.719265,24.901960784313726,100.0,10.379173278808594,70.0829756269268,0.8186664017322016,0.736180749908148,0.736180749908148,immersive
1776552191.9273283,24.705882352941178,100.0,6.929842472076416,71.22161395830267,0.8286222372896531,0.7471379688950146,0.7471379688950146,immersive
1776552192.0688689,24.705882352941178,100.0,6.0417280197143555,71.53245401662939,0.8312865806467393,0.7501131523104274,0.7501131523104274,immersive
1776552192.2523506,25.098039215686278,100.0,5.563024520874023,71.83725514318428,0.8335070048687504,0.752912887462915,0.752912887462915,immersive
1776552192.43551,25.098039215686278,100.0,5.8229265213012695,71.74628944303475,0.8327272988674687,0.7520422157614838,0.7520422157614838,immersive
1776552192.6086562,25.490196078431374,100.0,8.039717674255371,71.1076674414616,0.8268612391340966,0.7458120438304601,0.7458120438304601,immersive
1776552192.7877753,25.490196078431374,100.0,8.224722862243652,71.0429156256657,0.8263062235701318,0.7451922764506995,0.7451922764506995,immersive
1776552192.9877267,25.098039215686278,100.0,8.127731323242188,70.93960776235542,0.825812884461646,0.7443211196749817,0.7443211196749817,immersive
1776552193.147275,24.31372549019608,100.0,3.781916856765747,72.18613302170061,0.8372817004100949,0.7564874412749327,0.7564874412749327,immersive
1776552193.3255937,24.31372549019608,100.0,1.420095682144165,73.01277043281817,0.8443671639339596,0.764399542209915,0.764399542209915,immersive
1776552193.5062969,24.31372549019608,81.35303015648223,1.7288174629211426,67.3106268564909,0.7502061493740398,0.6962362328076482,0.6962362328076482,immersive
1776552193.6800795,24.31372549019608,100.0,1.447357177734375,73.00322890936158,0.844285379447189,0.7643082161996877,0.7643082161996877,immersive
1776552193.8763108,23.92156862745098,100.0,1.4208078384399414,72.87526627615387,0.8435807137395821,0.7632010780549516,0.7632010780549516,immersive
1776552194.053777,23.92156862745098,100.0,1.5425387620925903,72.83266045287544,0.8432155209686242,0.7627932794607153,0.7627932794607153,immersive
1776552194.212189,24.31372549019608,100.0,11.542835235595703,69.46981158911012,0.813998945273605,0.7304883647058523,0.7304883647058523,immersive
1776552194.3927772,24.705882352941178,60.64044708211279,16.8140869140625,55.95426252824137,0.6021717393742588,0.5723313595099673,0.5723313595099673,immersive
1776552194.577629,24.31372549019608,100.0,10.44654655456543,69.85351262747072,0.8172878113166958,0.7341609317873038,0.7341609317873038,immersive
1776552194.7543495,24.31372549019608,79.58904878816658,9.200125694274902,64.16647456502238,0.7189723178384003,0.6648570173066767,0.6648570173066767,immersive
1776552194.9334173,24.31372549019608,53.303335071382314,2.000389337539673,58.80066817484443,0.6091429583246847,0.5943475647213163,0.5943475647213163,immersive
1776552195.09879,24.31372549019608,74.94708031885963,1.3763437271118164,65.51220771273738,0.7192338213933549,0.674355600407168,0.674355600407168,immersive
1776552195.279834,24.31372549019608,75.13376560704427,1.6822166442871094,65.46115777818142,0.7192496290827521,0.6740029931720954,0.6740029931720954,immersive
1776552195.477542,24.31372549019608,67.88810049214175,1.2995209693908691,63.42140172992434,0.6841693905329282,0.6492006292693489,0.6492006292693489,immersive
1776552195.6407886,24.31372549019608,61.28744503037039,0.8939017057418823,61.583171833670086,0.6523829710150184,0.626797094140196,0.626797094140196,immersive
1776552195.8418283,24.31372549019608,49.860960533769195,0.9818685054779053,58.124438104782115,0.5949866481328043,0.585367061173316,0.585367061173316,neutral
1776552195.9906268,23.92156862745098,64.84465211665021,0.9305258989334106,62.50026058997621,0.6692748201413528,0.6382842701722392,0.6382842701722392,immersive
1776552196.1778345,23.92156862745098,44.214331262086176,0.7978835105895996,56.35758916952733,0.566521143033564,0.5644594670967605,0.5644594670967605,neutral
1776552196.3789613,23.92156862745098,59.402073287263676,1.0751426219940186,60.81687108808904,0.6416280758252383,0.6182065203641948,0.6182065203641948,immersive
1776552196.5278912,23.92156862745098,46.881816546085105,1.4178247451782227,56.94085532262099,0.5779987457497928,0.5719856109832847,0.5719856109832847,neutral
1776552196.7130666,23.92156862745098,65.37132868506825,1.1923998594284058,62.566607674328374,0.671122581101958,0.639303028050886,0.639303028050886,immersive
1776552196.9039254,23.92156862745098,78.97639719996263,0.8576623201370239,66.76528636754867,0.740152136294304,0.6894026454611318,0.6894026454611318,immersive
1776552197.083606,23.92156862745098,55.06277564884279,0.8189533352851868,59.60474804691086,0.6207001554932603,0.6034432829763541,0.6034432829763541,immersive
1776552197.2636707,24.31372549019608,60.678254124548715,0.6953819394111633,61.46989648013933,0.6499325757849022,0.6252690480964459,0.6252690480964459,immersive
1776552197.4561272,24.31372549019608,81.15873926204978,1.5915591716766357,67.30037999009673,0.7496464697756111,0.6959966008633605,0.6959966008633605,immersive
1776552197.6069481,24.705882352941178,68.07881419860098,4.568665504455566,62.47167015655025,0.6760998391855205,0.6401316428515079,0.6401316428515079,immersive
1776552197.7886531,24.31372549019608,72.07349508187488,4.6983323097229,63.487436137728075,0.6948999294605978,0.6528820318022758,0.6528820318022758,immersive
1776552197.9777994,24.705882352941178,61.21249970539474,4.7848920822143555,60.336096506372805,0.6411195869862131,0.6146885516404735,0.6146885516404735,immersive
1776552198.1189575,24.705882352941178,75.6900107206527,4.675025463104248,64.71780312763873,0.7138367419198332,0.667175644469421,0.667175644469421,immersive
1776552198.3222134,24.705882352941178,33.52694466234641,6.6462602615356445,51.37895113069586,0.49710770723300746,0.5087849700847732,0.5087849700847732,neutral
1776552198.4879725,24.31372549019608,54.508311264647965,4.663794994354248,58.229969052939026,0.6071776223205692,0.5897630700667439,0.5897630700667439,immersive
1776552198.6682854,25.098039215686278,100.0,6.369837760925293,71.55487050916634,0.8310865651485967,0.7502100631087433,0.7502100631087433,immersive
1776552198.8605416,24.705882352941178,100.0,4.740619659423828,71.98784194273108,0.8351899057276109,0.7544718653174007,0.7544718653174007,immersive
